"","ZCTA","year","month","type","crime_count"
"5203","68131",2021,"September","burglary",5
"5204","68131",2021,"September","criminal mischief",13
"5205","68131",2021,"September","other crimes",52
"5206","68131",2021,"September","theft",42
"5207","68131",2021,"October","assault",26
"5208","68131",2021,"October","burglary",3
"5209","68131",2021,"October","criminal mischief",26
"5210","68131",2021,"October","other crimes",51
"5211","68131",2021,"October","theft",46
"5212","68131",2021,"November","assault",32
"5213","68131",2021,"November","burglary",4
"5214","68131",2021,"November","criminal mischief",24
"5215","68131",2021,"November","other crimes",58
"5216","68131",2021,"November","theft",24
"5217","68131",2021,"December","assault",20
"5218","68131",2021,"December","burglary",4
"5219","68131",2021,"December","criminal mischief",22
"5220","68131",2021,"December","other crimes",39
"5221","68131",2021,"December","theft",44
"5222","68131",2022,"January","assault",31
"5223","68131",2022,"January","burglary",6
"5224","68131",2022,"January","criminal mischief",13
"5225","68131",2022,"January","other crimes",50
"5226","68131",2022,"January","theft",41
"5227","68131",2022,"February","assault",26
"5228","68131",2022,"February","burglary",5
"5229","68131",2022,"February","criminal mischief",18
"5230","68131",2022,"February","other crimes",40
"5231","68131",2022,"February","theft",43
"5232","68131",2022,"March","assault",26
"5233","68131",2022,"March","burglary",7
"5234","68131",2022,"March","criminal mischief",17
"5235","68131",2022,"March","other crimes",35
"5236","68131",2022,"March","theft",59
"5237","68131",2022,"April","assault",27
"5238","68131",2022,"April","burglary",2
"5239","68131",2022,"April","criminal mischief",29
"5240","68131",2022,"April","other crimes",50
"5241","68131",2022,"April","theft",41
"5242","68131",2022,"May","assault",26
"5243","68131",2022,"May","burglary",3
"5244","68131",2022,"May","criminal mischief",32
"5245","68131",2022,"May","other crimes",30
"5246","68131",2022,"May","theft",42
"5247","68131",2022,"June","assault",30
"5248","68131",2022,"June","burglary",4
"5249","68131",2022,"June","criminal mischief",23
"5250","68131",2022,"June","other crimes",52
"5251","68131",2022,"June","theft",36
"5252","68131",2022,"July","assault",33
"5253","68131",2022,"July","burglary",4
"5254","68131",2022,"July","criminal mischief",36
"5255","68131",2022,"July","other crimes",59
"5256","68131",2022,"July","theft",68
"5257","68131",2022,"August","assault",31
"5258","68131",2022,"August","burglary",4
"5259","68131",2022,"August","criminal mischief",22
"5260","68131",2022,"August","other crimes",67
"5261","68131",2022,"August","theft",57
"5262","68131",2022,"September","assault",28
"5263","68131",2022,"September","burglary",6
"5264","68131",2022,"September","criminal mischief",30
"5265","68131",2022,"September","other crimes",66
"5266","68131",2022,"September","theft",36
"5267","68131",2022,"October","assault",1
"5268","68132",2018,"January","assault",13
"5269","68132",2018,"January","burglary",4
"5270","68132",2018,"January","criminal mischief",12
"5271","68132",2018,"January","other crimes",32
"5272","68132",2018,"January","theft",30
"5273","68132",2018,"February","assault",19
"5274","68132",2018,"February","burglary",3
"5275","68132",2018,"February","criminal mischief",11
"5276","68132",2018,"February","other crimes",35
"5277","68132",2018,"February","theft",40
"5278","68132",2018,"March","assault",18
"5279","68132",2018,"March","burglary",6
"5280","68132",2018,"March","criminal mischief",21
"5281","68132",2018,"March","other crimes",24
"5282","68132",2018,"March","theft",35
"5283","68132",2018,"April","assault",20
"5284","68132",2018,"April","burglary",8
"5285","68132",2018,"April","criminal mischief",15
"5286","68132",2018,"April","other crimes",38
"5287","68132",2018,"April","theft",41
"5288","68132",2018,"May","assault",18
"5289","68132",2018,"May","burglary",8
"5290","68132",2018,"May","criminal mischief",21
"5291","68132",2018,"May","other crimes",29
"5292","68132",2018,"May","theft",38
"5293","68132",2018,"June","assault",14
"5294","68132",2018,"June","burglary",3
"5295","68132",2018,"June","criminal mischief",10
"5296","68132",2018,"June","other crimes",24
"5297","68132",2018,"June","theft",31
"5298","68132",2018,"July","assault",11
"5299","68132",2018,"July","burglary",2
"5300","68132",2018,"July","criminal mischief",8
"5301","68132",2018,"July","other crimes",16
"5302","68132",2018,"July","theft",21
"5303","68132",2018,"August","assault",15
"5304","68132",2018,"August","burglary",2
"5305","68132",2018,"August","criminal mischief",10
"5306","68132",2018,"August","other crimes",27
"5307","68132",2018,"August","theft",25
"5308","68132",2018,"September","assault",10
"5309","68132",2018,"September","burglary",3
"5310","68132",2018,"September","criminal mischief",15
"5311","68132",2018,"September","other crimes",21
"5312","68132",2018,"September","theft",31
"5313","68132",2018,"October","assault",13
"5314","68132",2018,"October","burglary",2
"5315","68132",2018,"October","criminal mischief",14
"5316","68132",2018,"October","other crimes",16
"5317","68132",2018,"October","theft",32
"5318","68132",2018,"November","assault",7
"5319","68132",2018,"November","criminal mischief",9
"5320","68132",2018,"November","other crimes",19
"5321","68132",2018,"November","theft",32
"5322","68132",2018,"December","assault",6
"5323","68132",2018,"December","burglary",2
"5324","68132",2018,"December","criminal mischief",6
"5325","68132",2018,"December","other crimes",33
"5326","68132",2018,"December","theft",19
"5327","68132",2019,"January","assault",3
"5328","68132",2019,"January","criminal mischief",7
"5329","68132",2019,"January","other crimes",24
"5330","68132",2019,"January","theft",22
"5331","68132",2019,"February","assault",12
"5332","68132",2019,"February","burglary",2
"5333","68132",2019,"February","criminal mischief",10
"5334","68132",2019,"February","other crimes",14
"5335","68132",2019,"February","theft",21
"5336","68132",2019,"March","assault",10
"5337","68132",2019,"March","burglary",3
"5338","68132",2019,"March","criminal mischief",7
"5339","68132",2019,"March","other crimes",29
"5340","68132",2019,"March","theft",20
"5341","68132",2019,"April","assault",9
"5342","68132",2019,"April","burglary",4
"5343","68132",2019,"April","criminal mischief",11
"5344","68132",2019,"April","other crimes",24
"5345","68132",2019,"April","theft",35
"5346","68132",2019,"May","assault",28
"5347","68132",2019,"May","burglary",4
"5348","68132",2019,"May","criminal mischief",8
"5349","68132",2019,"May","other crimes",37
"5350","68132",2019,"May","theft",23
"5351","68132",2019,"June","assault",23
"5352","68132",2019,"June","burglary",2
"5353","68132",2019,"June","criminal mischief",13
"5354","68132",2019,"June","other crimes",19
"5355","68132",2019,"June","theft",31
"5356","68132",2019,"July","assault",16
"5357","68132",2019,"July","burglary",1
"5358","68132",2019,"July","criminal mischief",9
"5359","68132",2019,"July","other crimes",24
"5360","68132",2019,"July","theft",32
"5361","68132",2019,"August","assault",15
"5362","68132",2019,"August","burglary",1
"5363","68132",2019,"August","criminal mischief",11
"5364","68132",2019,"August","other crimes",31
"5365","68132",2019,"August","theft",37
"5366","68132",2019,"September","assault",11
"5367","68132",2019,"September","burglary",5
"5368","68132",2019,"September","criminal mischief",14
"5369","68132",2019,"September","other crimes",20
"5370","68132",2019,"September","theft",45
"5371","68132",2019,"October","assault",12
"5372","68132",2019,"October","burglary",5
"5373","68132",2019,"October","criminal mischief",16
"5374","68132",2019,"October","other crimes",12
"5375","68132",2019,"October","theft",31
"5376","68132",2019,"November","assault",11
"5377","68132",2019,"November","burglary",2
"5378","68132",2019,"November","criminal mischief",17
"5379","68132",2019,"November","other crimes",23
"5380","68132",2019,"November","theft",35
"5381","68132",2019,"December","assault",10
"5382","68132",2019,"December","criminal mischief",13
"5383","68132",2019,"December","other crimes",38
"5384","68132",2019,"December","theft",29
"5385","68132",2020,"January","assault",9
"5386","68132",2020,"January","criminal mischief",9
"5387","68132",2020,"January","other crimes",14
"5388","68132",2020,"January","theft",20
"5389","68132",2020,"February","assault",11
"5390","68132",2020,"February","criminal mischief",5
"5391","68132",2020,"February","other crimes",24
"5392","68132",2020,"February","theft",25
"5393","68132",2020,"March","assault",13
"5394","68132",2020,"March","burglary",2
"5395","68132",2020,"March","criminal mischief",8
"5396","68132",2020,"March","other crimes",10
"5397","68132",2020,"March","theft",27
"5398","68132",2020,"April","assault",8
"5399","68132",2020,"April","burglary",2
"5400","68132",2020,"April","criminal mischief",7
"5401","68132",2020,"April","other crimes",23
"5402","68132",2020,"April","theft",11
"5403","68132",2020,"May","assault",10
"5404","68132",2020,"May","burglary",3
"5405","68132",2020,"May","criminal mischief",7
"5406","68132",2020,"May","other crimes",26
"5407","68132",2020,"May","theft",21
"5408","68132",2020,"June","assault",17
"5409","68132",2020,"June","burglary",1
"5410","68132",2020,"June","criminal mischief",17
"5411","68132",2020,"June","other crimes",15
"5412","68132",2020,"June","theft",20
"5413","68132",2020,"July","assault",22
"5414","68132",2020,"July","criminal mischief",14
"5415","68132",2020,"July","other crimes",25
"5416","68132",2020,"July","theft",15
"5417","68132",2020,"August","assault",19
"5418","68132",2020,"August","criminal mischief",9
"5419","68132",2020,"August","other crimes",7
"5420","68132",2020,"August","theft",22
"5421","68132",2020,"September","assault",11
"5422","68132",2020,"September","criminal mischief",10
"5423","68132",2020,"September","other crimes",14
"5424","68132",2020,"September","theft",18
"5425","68132",2020,"October","assault",14
"5426","68132",2020,"October","burglary",4
"5427","68132",2020,"October","criminal mischief",16
"5428","68132",2020,"October","other crimes",26
"5429","68132",2020,"October","theft",28
"5430","68132",2020,"November","assault",8
"5431","68132",2020,"November","criminal mischief",6
"5432","68132",2020,"November","other crimes",15
"5433","68132",2020,"November","theft",18
"5434","68132",2020,"December","assault",10
"5435","68132",2020,"December","burglary",2
"5436","68132",2020,"December","criminal mischief",8
"5437","68132",2020,"December","other crimes",15
"5438","68132",2020,"December","theft",10
"5439","68132",2021,"January","assault",16
"5440","68132",2021,"January","burglary",4
"5441","68132",2021,"January","criminal mischief",20
"5442","68132",2021,"January","other crimes",33
"5443","68132",2021,"January","theft",34
"5444","68132",2021,"February","assault",17
"5445","68132",2021,"February","criminal mischief",13
"5446","68132",2021,"February","other crimes",26
"5447","68132",2021,"February","theft",35
"5448","68132",2021,"March","assault",19
"5449","68132",2021,"March","burglary",3
"5450","68132",2021,"March","criminal mischief",24
"5451","68132",2021,"March","other crimes",36
"5452","68132",2021,"March","theft",39
"5453","68132",2021,"April","assault",11
"5454","68132",2021,"April","burglary",1
"5455","68132",2021,"April","criminal mischief",20
"5456","68132",2021,"April","other crimes",45
"5457","68132",2021,"April","theft",30
"5458","68132",2021,"May","assault",38
"5459","68132",2021,"May","burglary",5
"5460","68132",2021,"May","criminal mischief",20
"5461","68132",2021,"May","other crimes",62
"5462","68132",2021,"May","theft",31
"5463","68132",2021,"June","assault",20
"5464","68132",2021,"June","burglary",4
"5465","68132",2021,"June","criminal mischief",30
"5466","68132",2021,"June","other crimes",39
"5467","68132",2021,"June","theft",52
"5468","68132",2021,"July","assault",29
"5469","68132",2021,"July","burglary",4
"5470","68132",2021,"July","criminal mischief",25
"5471","68132",2021,"July","other crimes",46
"5472","68132",2021,"July","theft",45
"5473","68132",2021,"August","assault",19
